id,equipment_id,sensor_id,alert_type,severity,title,description,confidence,suggested_action,status,created_at,resolved_at,site_id,correlation_group,related_alert_count,tenant_id,i18n,dedup_key,occurrence_count,first_seen_at,last_seen_at,escalated_from,suppressed,suppression_reason,detection_metadata,correlation_id,correlation_role
1800,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备间歇性故障，58%的读数显示接近零振动。根据统计异常算法，置信度为0.9，表明存在高严重性风险。请注意，振动水平可能影响轴承和整体设备健康指数。,0.9,建议立即检查泵的振动传感器和相关组件。请参考ISO 10816标准进行进一步评估。,RESOLVED,2025-03-15 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Intermittent equipment failure detected, with 58% of readings showing near-zero vibration. Based on the statistical anomaly algorithm, the confidence level is 0.9, indicating a high severity risk. Vibration levels may affect bearing performance and overall equipment health index."", ""suggested_action"": ""Immediate inspection of the pump's vibration sensors and related components is recommended. Please refer to ISO 10816 standards for further assessment.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""機器に間欠的な故障が検出され、58%の読み取り値がほぼゼロの振動を示しています。統計的異常アルゴリズムに基づき、信頼度は0.9であり、高い深刻度のリスクを示しています。振動レベルはベアリングおよび全体の機器健康指数に影響を与える可能性があります。"", ""suggested_action"": ""ポンプの振動センサーと関連コンポーネントを直ちに確認することをお勧めします。ISO 10816規格に従って、さらなる評価を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備間歇性故障，58%的讀數顯示接近零振動。根據統計異常算法，置信度為0.9，顯示出高嚴重性風險。請注意，振動水平可能影響軸承及整體設備健康指數。"", ""suggested_action"": ""建議立即檢查泵的振動傳感器和相關元件。請參考ISO 10816標準進行進一步評估。""}}",73:OFFLINE_DETECTED:2025-03-15,1,2025-03-15 08:00:00,2025-03-15 08:00:00,,f,,,,
1803,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵设备维护警报,检测到多信号相关性异常，速度复合与温度之间的耦合系数r=0.948，表明设备可能存在潜在故障。根据ISO 10816标准，健康指数HI=65.8，表明设备运行状态不佳。请尽快进行详细检查以防止进一步损坏。,0.93,建议立即停止设备运行并进行全面的振动分析和温度监测。,RESOLVED,2025-03-16 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected, with a coupling coefficient r=0.948 between velocity composite and temperature, indicating potential equipment failure. The health index HI=65.8, based on ISO 10816 standards, suggests that the equipment is not operating optimally. A detailed inspection is required to prevent further damage."", ""suggested_action"": ""It is recommended to immediately stop the equipment and conduct a comprehensive vibration analysis and temperature monitoring.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警報"", ""description"": ""多信号相関異常が検出されました。速度複合と温度の間の相関係数r=0.948は、設備に潜在的な故障があることを示しています。ISO 10816基準に基づく健康指数HI=65.8は、設備の運転状態が良好でないことを示しています。早急に詳細な点検を行う必要があります。"", ""suggested_action"": ""設備の運転を直ちに停止し、振動分析と温度監視を実施することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到多信號相關性異常，速度複合與溫度之間的耦合係數r=0.948，顯示設備可能存在潛在故障。根據ISO 10816標準，健康指數HI=65.8，顯示設備運行狀態不佳。請儘快進行詳細檢查以防止進一步損壞。"", ""suggested_action"": ""建議立即停止設備運行並進行全面的振動分析和溫度監測。""}}",73:SIGNAL_COUPLING:2025-03-16,1,2025-03-16 08:00:00,2025-03-16 08:00:00,,f,,,,
1806,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵设备维护警报,检测到多信号相关性异常，信号'vel_composite'与'vel_composite_nde'的偏差为r=0.128，平均值分别为9.1与24.8。健康指数为84.1，表明设备存在潜在故障风险。请根据ISO 10816标准进行进一步分析。,0.82,建议立即检查泵的振动和轴承状态，以防止设备故障。,RESOLVED,2025-03-18 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected. The divergence between 'vel_composite' and 'vel_composite_nde' is r=0.128, with average values of 9.1 and 24.8 respectively. The health index is 84.1, indicating a potential risk of equipment failure. Further analysis should be conducted according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition to prevent equipment failure.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンスアラート"", ""description"": ""多信号相関に異常が検出されました。信号'vel_composite'と'vel_composite_nde'の偏差はr=0.128で、平均値はそれぞれ9.1と24.8です。健康指数は84.1であり、設備に潜在的な故障リスクがあります。ISO 10816に基づいてさらなる分析を行ってください。"", ""suggested_action"": ""ポンプの振動およびベアリングの状態を直ちに確認することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到多信號相關性異常，信號'vel_composite'與'vel_composite_nde'的偏差為r=0.128，平均值分別為9.1與24.8。健康指數為84.1，顯示設備存在潛在故障風險。請根據ISO 10816標準進行進一步分析。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，以防止設備故障。""}}",73:SIGNAL_DIVERGENCE:2025-03-18,1,2025-03-18 08:00:00,2025-03-18 08:00:00,,f,,,,
1809,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到Yokogawa VT-306泵的多信号相关性异常。根据传感器数据，vel_composite与vel_composite_nde的偏差为r=0.102，平均值分别为9.3与24.4，健康指数为81.8。该设备的振动水平超出ISO 10816标准的正常范围。,0.82,建议立即检查泵的轴承和振动情况，并进行必要的维护。请参照ISO 10816标准进行评估。,RESOLVED,2025-03-19 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected in the Yokogawa VT-306 pump. Sensor data indicates a divergence between vel_composite and vel_composite_nde with r=0.102, average values of 9.3 and 24.4 respectively, and a health index of 81.8. The vibration levels exceed the normal range as per ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately inspect the pump's bearings and vibration condition, and perform necessary maintenance. Please evaluate according to ISO 10816 standards.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプにおいて、多信号相関の異常が検出されました。センサーデータによると、vel_compositeとvel_composite_ndeの偏差はr=0.102で、平均値はそれぞれ9.3と24.4、健康指数は81.8です。この設備の振動レベルはISO 10816基準の正常範囲を超えています。"", ""suggested_action"": ""ポンプのベアリングと振動状態を直ちに確認し、必要なメンテナンスを行うことをお勧めします。ISO 10816基準に従って評価してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的多信號相關性異常。根據傳感器數據，vel_composite與vel_composite_nde的偏差為r=0.102，平均值分別為9.3與24.4，健康指數為81.8。該設備的振動水平超出ISO 10816標準的正常範圍。"", ""suggested_action"": ""建議立即檢查泵的軸承和振動情況，並進行必要的維護。請參照ISO 10816標準進行評估。""}}",73:SIGNAL_DIVERGENCE:2025-03-19,1,2025-03-19 08:00:00,2025-03-19 08:00:00,,f,,,,
1807,73,,Statistical Analysis,MEDIUM,Yokogawa VT-306泵维护警报,检测到Yokogawa VT-306泵的统计分析结果显示高峰度，值为9.11，超过阈值5.0。这表明设备存在非高斯分布，健康指数为73.8，可能影响设备的运行稳定性。请注意振动和轴承状态，以确保设备正常运行。,0.78,建议对泵进行详细检查，特别是振动和轴承的状态。必要时，进行维护或更换部件。,RESOLVED,2025-03-03 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Statistical analysis of the Yokogawa VT-306 pump indicates a kurtosis value of 9.11, exceeding the threshold of 5.0. This suggests a non-Gaussian distribution, with a health index of 73.8, which may affect the operational stability of the equipment. Please monitor vibration and bearing conditions to ensure proper functioning."", ""suggested_action"": ""It is recommended to perform a detailed inspection of the pump, focusing on vibration and bearing conditions. Maintenance or part replacement should be conducted if necessary.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプの統計分析結果において、尖度が9.11であり、閾値5.0を超えています。これは、非ガウス分布が存在することを示しており、健康指数は73.8です。これにより、機器の運転安定性に影響を与える可能性があります。"", ""suggested_action"": ""ポンプの詳細な点検を行い、特に振動とベアリングの状態を確認してください。必要に応じて、メンテナンスまたは部品の交換を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的統計分析結果顯示高峰度，值為9.11，超過閾值5.0。這表明設備存在非高斯分佈，健康指數為73.8，可能影響設備的運行穩定性。請注意振動和軸承狀態，以確保設備正常運行。"", ""suggested_action"": ""建議對泵進行詳細檢查，特別是振動和軸承的狀態。必要時，進行維護或更換部件。""}}",73:HIGH_KURTOSIS:2025-03-03,1,2025-03-03 08:00:00,2025-03-03 08:00:00,,f,,,,
1808,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性异常，速度复合与温度之间的相关系数为r=-0.778，表明存在潜在问题。此情况的置信度为78%。请根据ISO 10816标准检查设备的健康指数和振动状态。,0.78,建议立即进行设备检查，特别关注轴承和振动数据。,RESOLVED,2025-03-03 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected, with a correlation coefficient of r=-0.778 between velocity composite and temperature, indicating a potential issue. The confidence level for this situation is 78%. Please check the equipment's health index and vibration status according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to conduct an immediate inspection of the equipment, focusing particularly on bearings and vibration data.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""多信号相関に異常が検出されました。速度複合と温度の相関係数はr=-0.778であり、潜在的な問題を示しています。この状況の信頼度は78%です。ISO 10816に基づいて、設備の健康指標と振動状態を確認してください。"", ""suggested_action"": ""直ちに設備の点検を行い、特にベアリングと振動データに注意を払うことをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性異常，速度複合與溫度之間的相關係數為r=-0.778，顯示出潛在問題。此情況的置信度為78%。請依據ISO 10816標準檢查設備的健康指數及振動狀態。"", ""suggested_action"": ""建議立即進行設備檢查，特別關注軸承和振動數據。""}}",73:SIGNAL_COUPLING:2025-03-03,1,2025-03-03 08:00:00,2025-03-03 08:00:00,,f,,,,
1810,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备间歇性故障，69%的读数接近零振动。根据统计异常算法，置信度为0.9，表明设备健康指数下降。请注意，振动和轴承状态可能影响设备性能。,0.9,建议立即检查泵的振动和轴承状态，确保符合ISO 10816标准。,RESOLVED,2025-05-24 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Intermittent equipment failure detected, with 69% of readings showing near-zero vibration. The statistical anomaly algorithm indicates a confidence level of 0.9, suggesting a decline in equipment health index. Attention to vibration and bearing conditions is critical."", ""suggested_action"": ""Immediate inspection of the pump's vibration and bearing conditions is recommended to ensure compliance with ISO 10816 standards.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""機器に間欠的な故障が検出され、69%の読み取り値がほぼゼロの振動を示しています。統計的異常アルゴリズムに基づき、信頼度は0.9であり、機器の健康指数が低下しています。振動とベアリングの状態に注意が必要です。"", ""suggested_action"": ""ポンプの振動とベアリングの状態を直ちに確認し、ISO 10816基準に適合していることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備間歇性故障，69%的讀數接近零振動。根據統計異常算法，置信度為0.9，顯示設備健康指數下降。請注意，振動和軸承狀態可能影響設備性能。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，確保符合ISO 10816標準。""}}",73:OFFLINE_DETECTED:2025-05-24,1,2025-05-24 08:00:00,2025-05-24 08:00:00,,f,,,,
1811,73,,Statistical Analysis,MEDIUM,Yokogawa VT-306泵维护警报,检测到Yokogawa VT-306泵的统计分析结果显示，峰度为5.4，超过了阈值5.0，表明存在非高斯分布。健康指数为88.8，表明设备状态中等。建议进行进一步的振动分析以评估轴承和整体性能。,0.78,请检查泵的振动数据，并考虑进行必要的维护或调整。,RESOLVED,2025-03-05 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Statistical analysis of the Yokogawa VT-306 pump indicates a kurtosis of 5.4, exceeding the threshold of 5.0, suggesting a non-Gaussian distribution. The health index is 88.8, indicating a medium condition of the equipment. Further vibration analysis is recommended to assess bearing condition and overall performance."", ""suggested_action"": ""Please review the pump's vibration data and consider necessary maintenance or adjustments.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンスアラート"", ""description"": ""Yokogawa VT-306ポンプの統計分析により、尖度が5.4であり、閾値5.0を超えていることが検出されました。これは非ガウス分布を示しており、健康指数は88.8で、中程度の状態を示しています。ベアリングと全体的な性能を評価するために、さらなる振動分析を行うことをお勧めします。"", ""suggested_action"": ""ポンプの振動データを確認し、必要に応じてメンテナンスや調整を検討してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的統計分析結果顯示，峰度為5.4，超過了閾值5.0，表明存在非高斯分佈。健康指數為88.8，顯示設備狀態中等。建議進一步進行振動分析以評估軸承及整體性能。"", ""suggested_action"": ""請檢查泵的振動數據，並考慮進行必要的維護或調整。""}}",73:HIGH_KURTOSIS:2025-03-05,1,2025-03-05 08:00:00,2025-03-05 08:00:00,,f,,,,
1812,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备振动异常，49%的读数接近零振动，可能表明设备处于间歇性故障状态。建议根据ISO 10816标准检查轴承和其他关键部件的健康指数。高置信度（0.9）表明问题的严重性。,0.9,请立即安排技术人员进行详细检查和维护。确保设备在安全状态下运行。,RESOLVED,2025-03-21 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected, with 49% of readings showing near-zero vibration, indicating potential intermittent failure. It is recommended to check the bearing and other critical components' health index according to ISO 10816 standards. The high confidence level (0.9) indicates the severity of the issue."", ""suggested_action"": ""Please arrange for a technician to conduct a detailed inspection and maintenance immediately. Ensure the equipment operates in a safe condition.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警報"", ""description"": ""機器の振動異常が検出され、49%の読み取り値がほぼゼロ振動であるため、間欠的な故障の可能性があります。ISO 10816に基づいて、ベアリングや他の重要な部品の健康指数を確認することをお勧めします。高い信頼度（0.9）は問題の深刻さを示しています。"", ""suggested_action"": ""直ちに技術者を手配し、詳細な検査とメンテナンスを行ってください。機器が安全な状態で運転されることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備振動異常，49%的讀數接近零振動，可能顯示設備處於間歇性故障狀態。建議根據ISO 10816標準檢查軸承及其他關鍵部件的健康指數。高置信度（0.9）顯示問題的嚴重性。"", ""suggested_action"": ""請立即安排技術人員進行詳細檢查和維護。確保設備在安全狀態下運行。""}}",73:OFFLINE_DETECTED:2025-03-21,1,2025-03-21 08:00:00,2025-03-21 08:00:00,,f,,,,
1816,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备处于离线状态，94%的振动读数接近零。这一统计异常表明设备可能存在严重故障，需立即进行检查。建议根据ISO 10816标准评估设备的健康指数。,0.9,请立即安排技术人员对泵进行全面检查和维护。确保所有传感器正常工作并记录相关数据。,RESOLVED,2025-03-22 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected offline, with 94% of vibration readings near zero. This statistical anomaly indicates a potential severe fault in the equipment and requires immediate inspection. It is recommended to assess the equipment's health index according to ISO 10816 standards."", ""suggested_action"": ""Please arrange for a technician to conduct a thorough inspection and maintenance of the pump. Ensure all sensors are functioning properly and relevant data is recorded.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンスアラート"", ""description"": ""Yokogawa VT-306ポンプがオフラインであることが検出され、94％の振動測定値がほぼゼロです。この統計的異常は、機器に深刻な故障が発生している可能性を示しています。ISO 10816に基づいて機器の健康指数を評価することをお勧めします。"", ""suggested_action"": ""技術者を手配し、ポンプの完全な点検とメンテナンスを行ってください。すべてのセンサーが正常に機能していることを確認し、関連データを記録してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，94%的振動讀數接近零。這一統計異常顯示設備可能存在嚴重故障，需立即進行檢查。建議根據ISO 10816標準評估設備的健康指數。"", ""suggested_action"": ""請立即安排技術人員對泵進行全面檢查和維護。確保所有傳感器正常工作並記錄相關數據。""}}",73:OFFLINE_DETECTED:2025-03-22,1,2025-03-22 08:00:00,2025-03-22 08:00:00,,f,,,,
1818,73,,Multi-Signal Correlation,HIGH,高严重性维护警报 - Yokogawa VT-306泵,检测到Yokogawa VT-306泵的多信号耦合异常。根据信号耦合算法，速度复合与温度的耦合系数r为0.979，且健康指数HI为65.0。这表明设备可能存在潜在的故障风险，需立即关注。,0.93,请尽快检查泵的振动和温度传感器，确保其正常运行。建议参考ISO 10816标准进行详细评估。,RESOLVED,2025-03-23 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""High Severity Maintenance Alert - Yokogawa VT-306 Pump"", ""description"": ""A multi-signal correlation anomaly has been detected in the Yokogawa VT-306 pump. The coupling coefficient between velocity composite and temperature is r=0.979, with a health index HI of 65.0. This indicates a potential risk of failure that requires immediate attention."", ""suggested_action"": ""Please check the pump's vibration and temperature sensors promptly to ensure proper operation. It is recommended to conduct a detailed assessment following ISO 10816 standards.""}, ""ja"": {""title"": ""高重要度メンテナンスアラート - Yokogawa VT-306ポンプ"", ""description"": ""Yokogawa VT-306ポンプにおいて、多信号相関異常が検出されました。信号結合アルゴリズムに基づき、速度複合と温度の相関係数rは0.979であり、健康指数HIは65.0です。これは、機器に潜在的な故障リスクがあることを示しています。"", ""suggested_action"": ""ポンプの振動および温度センサーを速やかに確認し、正常に動作していることを確認してください。ISO 10816規格に基づいて詳細な評価を行うことをお勧めします。""}, ""zh-TW"": {""title"": ""高嚴重性維護警報 - Yokogawa VT-306泵"", ""description"": ""檢測到Yokogawa VT-306泵的多信號耦合異常。根據信號耦合演算法，速度複合與溫度的耦合係數r為0.979，且健康指數HI為65.0。這表明設備可能存在潛在的故障風險，需立即關注。"", ""suggested_action"": ""請儘快檢查泵的振動和溫度傳感器，確保其正常運行。建議參考ISO 10816標準進行詳細評估。""}}",73:SIGNAL_COUPLING:2025-03-23,1,2025-03-23 08:00:00,2025-03-23 08:00:00,,f,,,,
1819,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵高严重性维护警报,检测到Yokogawa VT-306泵的多信号相关性异常。信号'vel_composite'与'vel_composite_nde'之间的偏差为r=0.178，平均值分别为9.3与27.2，健康指数为83.2。请根据ISO 10816标准评估设备状态。,0.82,建议立即检查泵的振动和轴承状态，以防止潜在故障。,RESOLVED,2025-03-24 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""High Severity Maintenance Alert for Yokogawa VT-306 Pump"", ""description"": ""A multi-signal correlation anomaly has been detected in the Yokogawa VT-306 pump. The divergence between 'vel_composite' and 'vel_composite_nde' is r=0.178, with average values of 9.3 and 27.2 respectively, and a health index of 83.2. Please assess the equipment condition according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition to prevent potential failure.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプの高重要度メンテナンス警報"", ""description"": ""Yokogawa VT-306ポンプにおいて、多信号相関の異常が検出されました。信号'vel_composite'と'vel_composite_nde'の間の偏差はr=0.178で、平均値はそれぞれ9.3および27.2、健康指数は83.2です。ISO 10816に基づいて設備の状態を評価してください。"", ""suggested_action"": ""ポンプの振動とベアリングの状態を直ちに確認することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵高嚴重性維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的多信號相關性異常。信號'vel_composite'與'vel_composite_nde'之間的偏差為r=0.178，平均值分別為9.3與27.2，健康指數為83.2。請根據ISO 10816標準評估設備狀態。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，以防止潛在故障。""}}",73:SIGNAL_DIVERGENCE:2025-03-24,1,2025-03-24 08:00:00,2025-03-24 08:00:00,,f,,,,
1814,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵维护警报,检测到Yokogawa VT-306泵存在统计异常。设备在31%的读数中出现间歇性故障，振动接近零，可能影响轴承和整体性能。建议根据ISO 10816标准评估设备健康指数。,0.9,请立即检查泵的振动和速度RMS，必要时进行维护或更换部件。,RESOLVED,2025-03-07 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected in the Yokogawa VT-306 pump. The equipment shows intermittent issues with near-zero vibration in 31% of readings, which may affect bearing performance and overall functionality. It is recommended to assess the equipment health index according to ISO 10816 standards."", ""suggested_action"": ""Please check the pump's vibration and speed RMS immediately, and perform maintenance or replace components as necessary.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプに統計的異常が検出されました。31%の測定値で振動がほぼゼロとなっており、ベアリングや全体の性能に影響を与える可能性があります。ISO 10816に基づいて設備の健康指数を評価することをお勧めします。"", ""suggested_action"": ""ポンプの振動と速度RMSを直ちに確認し、必要に応じてメンテナンスまたは部品の交換を行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到Yokogawa VT-306泵存在統計異常。設備在31%的讀數中出現間歇性故障，振動接近零，可能影響軸承和整體性能。建議根據ISO 10816標準評估設備健康指數。"", ""suggested_action"": ""請立即檢查泵的振動和速度RMS，必要時進行維護或更換部件。""}}",73:OFFLINE_DETECTED:2025-03-07,1,2025-03-07 08:00:00,2025-03-07 08:00:00,,f,,,,
1815,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备故障警报,检测到Yokogawa VT-306泵设备处于离线状态，所有读数的振动接近零，符合统计异常算法的高严重性标准。根据ISO 10816标准，设备的健康指数显示出明显的异常。请立即检查设备的电源和连接状态。,0.9,建议检查电源供应和传感器连接。必要时，请联系专业维护人员进行进一步诊断。,RESOLVED,2025-05-26 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Equipment Failure Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected as offline, with near-zero vibration in 100% of readings, indicating a high severity statistical anomaly. According to ISO 10816 standards, the equipment's health index shows significant abnormalities. Immediate inspection of the power supply and connections is required."", ""suggested_action"": ""It is recommended to check the power supply and sensor connections. If necessary, contact professional maintenance personnel for further diagnosis.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプの故障警報"", ""description"": ""Yokogawa VT-306ポンプがオフライン状態であることが検出され、すべての測定値の振動がほぼゼロであり、統計的異常アルゴリズムの高い深刻度基準に該当します。ISO 10816基準に基づき、設備の健康指数に明らかな異常が示されています。設備の電源と接続状態を直ちに確認してください。"", ""suggested_action"": ""電源供給とセンサー接続を確認することをお勧めします。必要に応じて、専門のメンテナンス担当者に連絡してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備故障警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，所有讀數的振動接近零，符合統計異常算法的高嚴重性標準。根據ISO 10816標準，設備的健康指數顯示出明顯的異常。請立即檢查設備的電源和連接狀態。"", ""suggested_action"": ""建議檢查電源供應和感測器連接。必要時，請聯繫專業維護人員進行進一步診斷。""}}",73:OFFLINE_DETECTED:2025-05-26,1,2025-05-26 08:00:00,2025-05-26 08:00:00,,f,,,,
1817,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵的振动异常，31%的读数接近零振动，表明设备可能处于间歇性故障状态。根据ISO 10816标准，振动健康指数显示出高风险。请尽快检查轴承和相关组件。,0.9,建议立即进行设备检查和维护，以防止进一步损坏。,RESOLVED,2025-05-27 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected in the Yokogawa VT-306 pump, with 31% of readings showing near-zero vibration, indicating potential intermittent failure. The vibration health index, according to ISO 10816 standards, indicates a high risk. Immediate inspection of bearings and related components is required."", ""suggested_action"": ""It is recommended to conduct an immediate inspection and maintenance to prevent further damage.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプの振動に異常が検出されました。31%の読み取り値がほぼゼロ振動であり、機器が間欠的な故障状態にある可能性を示しています。ISO 10816に基づく振動健康指数は高リスクを示しています。ベアリングや関連コンポーネントの確認が必要です。"", ""suggested_action"": ""直ちに機器の点検とメンテナンスを行うことをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動異常，31%的讀數接近零振動，顯示設備可能處於間歇性故障狀態。根據ISO 10816標準，振動健康指數顯示出高風險。請儘快檢查軸承和相關組件。"", ""suggested_action"": ""建議立即進行設備檢查和維護，以防止進一步損壞。""}}",73:OFFLINE_DETECTED:2025-05-27,1,2025-05-27 08:00:00,2025-05-27 08:00:00,,f,,,,
